,13
1275,"[(0, 1), (0, 3), (0, 4), (0, 6), (1, 7), (1, 8), (1, 10), (2, 3), (2, 4), (2, 10), (3, 5), (3, 7), (4, 8), (4, 11), (5, 11), (6, 9), (6, 10), (6, 11), (7, 12), (8, 9), (9, 10), (9, 12)]"
1276,"[(0, 7), (0, 10), (1, 2), (1, 6), (1, 7), (1, 10), (1, 11), (2, 5), (2, 8), (3, 5), (3, 10), (3, 11), (4, 9), (4, 11), (6, 7), (6, 8), (7, 9), (8, 9), (8, 12), (9, 12), (10, 12)]"
1277,"[(0, 3), (0, 4), (0, 8), (0, 9), (1, 8), (1, 11), (1, 12), (2, 4), (2, 5), (2, 9), (2, 10), (3, 5), (3, 6), (3, 9), (4, 7), (4, 12), (5, 7), (5, 11), (6, 7), (7, 11), (8, 10), (8, 12)]"
1278,"[(0, 3), (1, 2), (2, 4), (2, 9), (2, 11), (3, 6), (3, 7), (3, 8), (3, 11), (3, 12), (4, 7), (5, 7), (5, 12), (8, 9), (9, 10), (10, 12)]"
1279,"[(0, 2), (0, 3), (0, 5), (0, 11), (1, 7), (1, 10), (2, 9), (3, 8), (4, 7), (5, 7), (6, 7), (6, 11), (7, 8), (7, 9), (7, 12)]"
1280,"[(0, 4), (0, 7), (0, 8), (0, 10), (0, 11), (1, 7), (1, 12), (2, 4), (2, 5), (3, 11), (5, 6), (5, 8), (6, 9), (6, 10)]"
1281,"[(0, 3), (0, 11), (1, 6), (1, 10), (2, 3), (2, 9), (3, 5), (4, 6), (4, 9), (5, 7), (5, 8), (5, 9), (5, 10), (6, 7), (6, 8), (6, 12), (7, 11), (9, 10), (11, 12)]"
1282,"[(0, 4), (0, 8), (0, 12), (1, 9), (1, 10), (2, 5), (2, 7), (2, 8), (2, 10), (3, 10), (4, 5), (4, 8), (5, 6), (6, 9), (7, 9), (9, 11), (9, 12)]"
1283,"[(0, 9), (1, 9), (2, 3), (2, 9), (2, 11), (4, 9), (5, 9), (6, 9), (7, 9), (8, 9), (9, 12), (10, 12)]"
1284,"[(0, 2), (0, 9), (1, 3), (2, 8), (2, 10), (3, 8), (4, 8), (4, 10), (5, 9), (5, 11), (6, 8), (6, 9), (7, 8), (7, 12), (10, 11)]"
1285,"[(0, 1), (0, 10), (1, 12), (2, 9), (3, 9), (3, 10), (4, 10), (5, 10), (6, 8), (6, 10), (7, 10), (8, 9), (10, 11), (11, 12)]"
1286,"[(0, 9), (1, 5), (1, 6), (1, 7), (2, 8), (2, 9), (2, 10), (2, 12), (3, 7), (3, 8), (4, 9), (4, 11), (4, 12), (5, 7), (5, 10), (6, 8), (6, 9), (7, 9), (8, 9), (9, 11), (10, 11), (10, 12)]"
1287,"[(0, 2), (0, 5), (0, 12), (1, 3), (1, 9), (2, 6), (3, 11), (4, 10), (4, 11), (4, 12), (6, 7), (6, 8), (6, 9), (6, 10), (10, 11)]"
1288,"[(0, 8), (1, 8), (2, 6), (2, 9), (3, 4), (3, 8), (3, 12), (4, 8), (4, 10), (5, 8), (6, 8), (7, 8), (8, 11), (9, 11)]"
1289,"[(0, 5), (0, 8), (1, 3), (1, 6), (2, 5), (2, 12), (3, 4), (3, 12), (4, 5), (5, 6), (5, 9), (5, 10), (5, 11), (6, 7)]"
1290,"[(0, 4), (0, 6), (1, 5), (1, 11), (1, 12), (2, 8), (2, 12), (3, 9), (3, 12), (4, 12), (6, 8), (6, 9), (7, 12), (8, 10), (9, 10), (9, 11)]"
1291,"[(0, 6), (0, 8), (1, 2), (1, 6), (3, 6), (3, 11), (4, 6), (4, 7), (5, 11), (6, 9), (8, 12), (9, 10)]"
1292,"[(0, 9), (0, 12), (1, 5), (1, 8), (2, 8), (2, 9), (3, 4), (3, 7), (3, 10), (4, 12), (5, 9), (6, 8), (7, 12), (9, 10), (9, 11)]"
1293,"[(0, 1), (0, 6), (1, 8), (2, 7), (2, 8), (3, 8), (3, 10), (4, 9), (4, 11), (5, 6), (5, 8), (5, 9), (6, 7), (6, 9), (8, 12), (11, 12)]"
1294,"[(0, 1), (0, 2), (0, 7), (0, 8), (0, 12), (2, 10), (3, 6), (3, 11), (4, 9), (4, 12), (5, 10), (5, 11), (6, 8), (9, 10)]"
1295,"[(0, 2), (1, 9), (2, 3), (2, 5), (2, 8), (3, 4), (4, 7), (6, 9), (7, 9), (8, 9), (9, 10), (9, 11), (9, 12)]"
1296,"[(0, 10), (0, 11), (1, 4), (1, 12), (2, 11), (3, 9), (4, 6), (4, 11), (5, 11), (5, 12), (6, 8), (6, 11), (7, 8), (7, 10), (9, 11)]"
1297,"[(0, 1), (0, 8), (0, 9), (1, 6), (2, 5), (2, 7), (2, 8), (2, 10), (3, 10), (3, 11), (3, 12), (4, 7), (5, 12), (6, 12)]"
1298,"[(0, 2), (0, 10), (1, 2), (1, 12), (2, 4), (2, 7), (2, 8), (3, 10), (5, 11), (6, 8), (7, 11), (9, 11), (11, 12)]"
1299,"[(0, 9), (0, 12), (1, 2), (1, 5), (1, 12), (2, 10), (2, 12), (3, 5), (3, 11), (4, 7), (4, 8), (4, 10), (5, 6), (5, 7), (6, 9), (7, 10), (8, 9), (11, 12)]"
1300,"[(0, 1), (0, 5), (1, 2), (2, 4), (2, 6), (2, 11), (2, 12), (3, 6), (3, 10), (7, 8), (8, 12), (9, 11)]"
1301,"[(0, 8), (0, 11), (1, 8), (1, 12), (2, 7), (2, 8), (3, 8), (4, 5), (4, 6), (4, 11), (5, 10), (5, 11), (7, 9), (8, 10)]"
1302,"[(0, 2), (0, 10), (0, 11), (1, 2), (1, 4), (2, 5), (3, 6), (3, 12), (4, 7), (4, 8), (4, 9), (4, 10), (4, 12), (5, 8), (6, 8), (6, 11), (7, 11)]"
1303,"[(0, 9), (0, 12), (1, 11), (2, 3), (2, 5), (2, 6), (3, 10), (3, 12), (4, 8), (5, 7), (5, 8), (6, 11), (7, 11), (7, 12), (8, 11), (9, 11), (10, 11)]"
1304,"[(0, 1), (0, 8), (1, 5), (1, 10), (1, 11), (2, 3), (3, 5), (3, 7), (3, 10), (4, 6), (4, 7), (4, 10), (4, 11), (6, 12), (7, 9), (9, 12)]"
1305,"[(0, 5), (0, 10), (0, 12), (1, 8), (2, 8), (3, 8), (4, 8), (6, 10), (7, 8), (7, 12), (8, 10), (8, 11), (9, 12)]"
1306,"[(0, 4), (0, 6), (0, 7), (1, 2), (1, 4), (1, 9), (1, 10), (1, 11), (1, 12), (3, 5), (3, 10), (4, 6), (5, 6), (6, 8), (7, 11)]"
1307,"[(0, 1), (0, 4), (0, 6), (0, 7), (0, 9), (0, 11), (0, 12), (2, 5), (2, 8), (3, 5), (3, 12), (4, 10), (5, 6), (6, 8), (8, 10)]"
1308,"[(0, 1), (0, 8), (1, 3), (1, 6), (1, 7), (2, 5), (3, 4), (3, 9), (4, 5), (5, 8), (8, 9), (8, 10), (8, 11), (8, 12)]"
1309,"[(0, 3), (0, 6), (1, 5), (1, 9), (2, 8), (3, 10), (4, 5), (4, 11), (6, 7), (6, 11), (7, 10), (7, 11), (8, 11), (9, 11), (11, 12)]"
1310,"[(0, 2), (1, 2), (1, 8), (2, 6), (2, 9), (2, 11), (2, 12), (3, 4), (3, 8), (3, 9), (4, 6), (4, 12), (5, 7), (5, 8), (5, 9), (6, 7), (10, 12)]"
1311,"[(0, 2), (0, 4), (1, 3), (1, 4), (2, 3), (2, 10), (4, 6), (4, 7), (4, 9), (4, 11), (5, 9), (5, 12), (6, 12), (7, 8), (8, 12), (10, 12)]"
1312,"[(0, 3), (0, 4), (1, 5), (1, 7), (2, 4), (2, 9), (4, 8), (6, 7), (7, 8), (7, 9), (7, 10), (7, 11), (7, 12)]"
1313,"[(0, 5), (0, 6), (0, 7), (0, 11), (1, 5), (1, 10), (2, 10), (3, 4), (3, 6), (3, 12), (4, 10), (5, 9), (7, 11), (7, 12), (8, 10), (10, 11)]"
1314,"[(0, 1), (0, 4), (1, 5), (2, 3), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (3, 4), (5, 10), (6, 12)]"
1315,"[(0, 2), (0, 3), (0, 6), (0, 9), (0, 12), (1, 4), (1, 7), (1, 9), (3, 11), (4, 8), (4, 9), (5, 11), (6, 7), (7, 10), (8, 11), (9, 10), (9, 11)]"
1316,"[(0, 6), (1, 5), (1, 6), (2, 6), (3, 5), (4, 6), (4, 8), (5, 7), (6, 9), (6, 11), (7, 10), (9, 10), (9, 11), (11, 12)]"
1317,"[(0, 1), (0, 2), (1, 7), (2, 8), (3, 5), (3, 8), (4, 8), (4, 10), (5, 7), (6, 7), (7, 11), (7, 12), (8, 9), (8, 11), (10, 12)]"
1318,"[(0, 7), (0, 12), (1, 3), (1, 4), (1, 8), (2, 6), (4, 6), (5, 9), (6, 10), (6, 11), (6, 12), (7, 8), (9, 10)]"
1319,"[(0, 3), (1, 3), (1, 9), (2, 7), (3, 4), (3, 7), (3, 8), (4, 12), (5, 8), (5, 10), (5, 11), (6, 11), (6, 12), (9, 11)]"
1320,"[(0, 3), (1, 3), (2, 12), (3, 4), (3, 6), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (5, 7), (5, 10), (7, 12)]"
1321,"[(0, 3), (0, 9), (1, 4), (1, 5), (2, 4), (2, 8), (3, 6), (4, 6), (4, 7), (4, 10), (4, 12), (5, 11), (9, 11), (9, 12)]"
1322,"[(0, 1), (1, 2), (1, 7), (2, 4), (3, 5), (4, 5), (4, 10), (5, 6), (5, 7), (5, 8), (5, 9), (5, 11), (5, 12)]"
1323,"[(0, 2), (0, 6), (0, 10), (1, 8), (2, 5), (2, 9), (3, 8), (4, 8), (6, 8), (7, 8), (8, 9), (8, 11), (8, 12)]"
1324,"[(0, 7), (0, 10), (1, 4), (1, 11), (2, 3), (2, 6), (2, 8), (2, 10), (5, 8), (5, 11), (6, 9), (7, 12), (9, 12)]"
1325,"[(0, 8), (0, 9), (1, 2), (1, 7), (1, 10), (2, 3), (2, 6), (2, 8), (2, 12), (4, 12), (5, 6), (5, 9), (5, 11), (7, 11), (11, 12)]"
1326,"[(0, 1), (0, 3), (0, 6), (0, 7), (0, 11), (0, 12), (1, 4), (2, 3), (4, 9), (4, 10), (5, 8), (5, 9), (5, 11), (8, 10), (9, 11), (10, 12)]"
1327,"[(0, 4), (1, 2), (2, 3), (2, 5), (2, 7), (2, 9), (2, 11), (2, 12), (4, 8), (6, 10), (7, 10), (8, 11)]"
1328,"[(0, 1), (0, 8), (1, 7), (2, 7), (2, 8), (2, 9), (3, 7), (3, 8), (3, 11), (4, 11), (4, 12), (5, 7), (5, 8), (5, 12), (6, 8), (6, 11), (7, 10)]"
1329,"[(0, 11), (1, 2), (2, 4), (3, 10), (3, 12), (4, 11), (5, 8), (5, 9), (6, 11), (6, 12), (7, 9), (7, 11), (8, 11), (10, 11)]"
1330,"[(0, 6), (0, 8), (1, 6), (1, 9), (2, 7), (2, 10), (3, 11), (4, 6), (4, 11), (5, 6), (5, 7), (6, 10), (7, 11), (8, 12), (9, 11)]"
1331,"[(0, 3), (0, 4), (1, 2), (2, 3), (2, 7), (3, 5), (3, 8), (3, 10), (3, 11), (4, 9), (4, 12), (6, 11)]"
1332,"[(0, 7), (1, 2), (1, 6), (1, 8), (2, 4), (2, 8), (3, 5), (3, 9), (4, 5), (5, 12), (6, 9), (6, 12), (7, 9), (8, 9), (9, 10), (10, 11)]"
1333,"[(0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 11), (1, 2), (1, 4), (1, 12), (2, 9), (3, 8), (3, 10), (3, 12), (4, 10)]"
1334,"[(0, 8), (1, 10), (1, 11), (2, 8), (2, 9), (3, 6), (3, 8), (4, 8), (5, 9), (5, 11), (6, 9), (7, 8), (8, 10), (8, 12)]"
1335,"[(0, 9), (0, 12), (1, 9), (2, 5), (2, 11), (3, 8), (3, 10), (4, 10), (4, 12), (5, 12), (6, 10), (7, 10), (7, 11), (8, 11), (9, 11)]"
1336,"[(0, 7), (0, 11), (0, 12), (1, 2), (1, 3), (1, 6), (1, 9), (1, 10), (3, 4), (4, 8), (4, 12), (5, 6), (5, 8), (5, 11), (7, 8), (7, 10)]"
1337,"[(0, 2), (1, 7), (1, 8), (1, 11), (2, 6), (3, 6), (3, 7), (4, 5), (4, 12), (5, 7), (5, 11), (6, 10), (6, 11), (6, 12), (7, 9), (8, 10)]"
1338,"[(0, 1), (0, 4), (1, 8), (2, 7), (2, 10), (3, 6), (3, 7), (4, 11), (5, 6), (5, 7), (5, 10), (5, 11), (6, 8), (6, 9), (6, 11), (9, 12), (10, 12), (11, 12)]"
1339,"[(0, 3), (1, 7), (2, 3), (2, 8), (3, 6), (3, 7), (3, 9), (3, 10), (3, 12), (4, 5), (4, 8), (5, 11), (8, 12), (10, 11), (11, 12)]"
1340,"[(0, 5), (0, 9), (1, 3), (1, 4), (1, 6), (1, 8), (1, 10), (2, 10), (2, 11), (3, 12), (5, 6), (5, 11), (7, 8), (7, 11), (9, 12)]"
1341,"[(0, 2), (0, 5), (1, 6), (1, 8), (1, 11), (2, 3), (2, 7), (2, 9), (2, 11), (3, 4), (3, 7), (5, 10), (6, 10), (7, 10), (8, 9), (8, 12), (9, 11), (10, 12)]"
1342,"[(0, 9), (1, 9), (2, 9), (2, 12), (3, 4), (4, 9), (5, 6), (5, 10), (5, 11), (6, 12), (7, 9), (8, 9), (9, 10), (11, 12)]"
1343,"[(0, 2), (1, 7), (1, 10), (2, 4), (2, 5), (2, 11), (3, 8), (3, 11), (4, 8), (6, 7), (6, 9), (7, 12), (8, 10), (8, 12), (9, 11)]"
1344,"[(0, 3), (0, 10), (0, 12), (1, 4), (1, 6), (1, 7), (1, 12), (2, 5), (2, 10), (3, 6), (3, 9), (5, 8), (7, 10), (9, 10), (10, 11)]"
1345,"[(0, 6), (0, 11), (1, 2), (1, 11), (3, 9), (4, 6), (5, 9), (5, 11), (6, 7), (6, 12), (8, 11), (10, 11)]"
1346,"[(0, 2), (0, 8), (1, 5), (2, 7), (3, 7), (4, 7), (4, 10), (5, 7), (6, 8), (6, 10), (7, 9), (7, 12), (8, 12), (9, 11)]"
1347,"[(0, 1), (0, 3), (0, 6), (0, 7), (0, 10), (0, 12), (1, 8), (2, 11), (2, 12), (3, 4), (4, 9), (5, 11), (6, 9), (7, 11)]"
1348,"[(0, 6), (0, 9), (0, 10), (1, 4), (1, 5), (1, 11), (2, 3), (2, 9), (3, 5), (3, 12), (4, 9), (4, 11), (6, 10), (6, 12), (7, 8), (8, 9), (10, 11), (11, 12)]"
1349,"[(0, 4), (0, 5), (0, 8), (1, 7), (1, 11), (1, 12), (2, 4), (2, 6), (2, 9), (2, 12), (3, 6), (3, 9), (3, 10), (4, 11), (4, 12), (5, 8), (5, 9), (5, 10), (5, 12), (6, 9), (6, 11), (7, 8), (7, 10), (7, 12), (8, 10), (8, 12)]"
1350,"[(0, 3), (0, 5), (0, 10), (0, 11), (1, 4), (1, 8), (1, 9), (2, 7), (2, 9), (2, 10), (2, 12), (3, 6), (3, 8), (3, 10), (4, 6), (4, 10), (5, 7), (5, 8), (5, 12), (6, 9), (6, 11), (6, 12), (7, 11), (8, 9), (9, 11)]"
1351,"[(0, 2), (0, 6), (0, 9), (0, 11), (1, 3), (1, 11), (1, 12), (2, 3), (2, 4), (2, 9), (3, 5), (3, 8), (3, 10), (4, 8), (4, 10), (4, 12), (5, 7), (5, 8), (6, 7), (6, 12), (7, 10), (7, 11), (8, 10), (9, 10), (9, 11), (9, 12), (10, 12)]"
1352,"[(0, 5), (0, 8), (0, 12), (1, 2), (1, 6), (1, 9), (1, 11), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (3, 4), (3, 5), (3, 8), (4, 6), (4, 8), (4, 11), (5, 6), (5, 9), (6, 9), (7, 11), (7, 12), (9, 12)]"
1353,"[(0, 1), (0, 2), (0, 5), (0, 11), (1, 4), (1, 6), (2, 9), (2, 11), (2, 12), (3, 8), (3, 9), (3, 10), (3, 12), (4, 8), (4, 10), (4, 12), (5, 7), (5, 12), (6, 7), (6, 9), (6, 12), (7, 8), (8, 9), (10, 11)]"
1354,"[(0, 5), (0, 10), (1, 3), (1, 4), (2, 5), (2, 6), (2, 10), (3, 10), (3, 11), (4, 7), (4, 9), (4, 11), (5, 9), (5, 11), (6, 7), (6, 9), (6, 12), (7, 10), (7, 12), (8, 9), (8, 12), (10, 12), (11, 12)]"
1355,"[(0, 3), (0, 7), (0, 11), (1, 2), (1, 3), (1, 9), (2, 10), (3, 6), (3, 7), (3, 8), (3, 10), (4, 9), (4, 10), (4, 12), (5, 6), (5, 8), (5, 9), (5, 10), (5, 12), (6, 7), (6, 8), (7, 12), (8, 11), (9, 11)]"
1356,"[(0, 2), (0, 5), (0, 6), (0, 8), (0, 9), (1, 4), (1, 5), (1, 11), (1, 12), (2, 8), (2, 10), (2, 12), (3, 4), (3, 5), (3, 8), (3, 10), (4, 7), (4, 12), (5, 6), (6, 9), (6, 12), (7, 9), (7, 10), (8, 10), (8, 11)]"
1357,"[(0, 4), (0, 5), (0, 6), (0, 8), (1, 5), (1, 6), (1, 7), (1, 12), (2, 4), (2, 10), (2, 11), (2, 12), (3, 5), (3, 7), (3, 8), (3, 11), (4, 6), (4, 9), (4, 12), (5, 10), (5, 12), (7, 9), (7, 12), (9, 10), (11, 12)]"
1358,"[(0, 1), (0, 7), (0, 11), (1, 3), (1, 5), (1, 10), (1, 12), (2, 3), (2, 9), (2, 10), (3, 8), (3, 10), (4, 7), (4, 9), (4, 10), (5, 6), (5, 7), (5, 9), (5, 12), (6, 8), (6, 12), (7, 12), (9, 11)]"
1359,"[(0, 5), (0, 6), (0, 7), (0, 11), (1, 2), (1, 5), (1, 6), (1, 8), (1, 9), (1, 10), (1, 11), (2, 3), (2, 10), (2, 12), (3, 5), (3, 9), (3, 12), (4, 6), (4, 8), (4, 9), (4, 12), (5, 7), (6, 12), (7, 8), (7, 10), (7, 11), (8, 9), (9, 11), (10, 11)]"
1360,"[(0, 2), (0, 8), (0, 9), (0, 12), (1, 4), (1, 9), (1, 10), (2, 7), (2, 10), (2, 11), (2, 12), (3, 4), (3, 6), (3, 7), (3, 9), (4, 5), (4, 10), (5, 11), (5, 12), (7, 9), (7, 11), (8, 9), (8, 10)]"
1361,"[(0, 1), (0, 7), (0, 8), (0, 11), (0, 12), (1, 4), (1, 9), (2, 3), (2, 6), (2, 9), (3, 5), (3, 7), (3, 10), (3, 12), (4, 7), (4, 10), (5, 7), (5, 11), (6, 8), (6, 9), (6, 11), (8, 9), (8, 12), (10, 11), (10, 12)]"
1362,"[(0, 3), (0, 11), (0, 12), (1, 2), (1, 7), (1, 8), (2, 9), (3, 4), (3, 9), (3, 10), (4, 6), (4, 7), (5, 6), (5, 8), (5, 9), (7, 8), (7, 11), (7, 12), (8, 10), (9, 10), (10, 11)]"
1363,"[(0, 1), (0, 2), (0, 4), (0, 5), (0, 9), (0, 12), (1, 10), (1, 11), (2, 3), (2, 5), (2, 8), (3, 7), (3, 10), (3, 11), (3, 12), (4, 9), (4, 11), (5, 7), (5, 10), (6, 8), (6, 9), (6, 12), (7, 8), (7, 11), (8, 9), (10, 12)]"
1364,"[(0, 3), (0, 6), (0, 7), (0, 9), (1, 4), (1, 6), (1, 7), (1, 11), (2, 3), (2, 4), (2, 5), (2, 6), (2, 12), (3, 4), (3, 10), (4, 9), (5, 6), (5, 8), (7, 10), (7, 12), (8, 9), (8, 10), (10, 12)]"
1365,"[(0, 3), (0, 9), (1, 2), (1, 3), (1, 6), (1, 9), (1, 10), (2, 4), (2, 5), (2, 7), (2, 8), (3, 4), (3, 8), (4, 5), (5, 10), (6, 11), (7, 9), (7, 12), (8, 10), (8, 11), (8, 12), (9, 10), (11, 12)]"
1366,"[(0, 4), (0, 8), (0, 11), (1, 7), (1, 9), (1, 10), (2, 3), (2, 5), (2, 8), (2, 9), (2, 11), (2, 12), (3, 6), (3, 8), (3, 10), (4, 5), (5, 12), (6, 7), (6, 12), (7, 11), (8, 9), (8, 12), (10, 11)]"
1367,"[(0, 9), (0, 10), (0, 12), (1, 3), (1, 7), (2, 7), (2, 11), (3, 6), (3, 9), (4, 5), (4, 6), (4, 8), (5, 8), (5, 12), (6, 7), (6, 10), (6, 11), (6, 12), (7, 8), (8, 10), (10, 11), (11, 12)]"
1368,"[(0, 4), (0, 5), (0, 11), (1, 4), (1, 6), (1, 8), (1, 9), (2, 4), (2, 8), (2, 10), (3, 4), (3, 7), (3, 10), (3, 11), (4, 5), (5, 12), (6, 9), (6, 12), (7, 8), (7, 9), (10, 11)]"
1369,"[(0, 1), (0, 6), (0, 11), (0, 12), (1, 3), (1, 6), (1, 7), (2, 3), (2, 5), (2, 9), (2, 11), (3, 5), (3, 10), (4, 8), (4, 9), (4, 11), (5, 7), (5, 9), (5, 10), (5, 12), (6, 8), (6, 10), (7, 8), (7, 11), (9, 12), (10, 11), (10, 12)]"
1370,"[(0, 2), (0, 4), (0, 9), (0, 12), (1, 3), (1, 4), (1, 8), (1, 10), (1, 11), (2, 5), (2, 6), (2, 9), (3, 7), (3, 9), (3, 10), (3, 12), (4, 5), (4, 7), (5, 10), (5, 12), (6, 11), (7, 9), (8, 9), (8, 11), (8, 12)]"
1371,"[(0, 2), (0, 3), (0, 6), (0, 8), (1, 3), (1, 7), (1, 9), (2, 7), (2, 11), (3, 8), (3, 12), (4, 5), (4, 7), (4, 10), (5, 9), (5, 10), (6, 7), (6, 9), (7, 8), (8, 10), (10, 12), (11, 12)]"
1372,"[(0, 2), (0, 6), (0, 9), (1, 5), (1, 6), (1, 9), (1, 11), (2, 10), (2, 11), (2, 12), (3, 4), (3, 5), (3, 7), (4, 6), (4, 11), (5, 9), (5, 10), (6, 10), (7, 8), (7, 10), (8, 12)]"
1373,"[(0, 3), (0, 8), (0, 11), (1, 5), (1, 6), (1, 9), (1, 10), (2, 4), (2, 5), (2, 9), (2, 12), (3, 4), (3, 7), (3, 10), (4, 5), (4, 6), (4, 10), (5, 6), (5, 12), (6, 8), (6, 11), (7, 10), (7, 11), (7, 12), (8, 12), (9, 10), (9, 11)]"
1374,"[(0, 4), (0, 5), (0, 9), (1, 5), (1, 6), (1, 9), (1, 12), (2, 7), (2, 9), (2, 11), (2, 12), (3, 5), (3, 9), (3, 10), (4, 8), (4, 10), (4, 11), (4, 12), (5, 7), (5, 10), (6, 8), (6, 12), (7, 8), (7, 12), (8, 9)]"
1375,"[(0, 1), (0, 5), (0, 6), (0, 8), (0, 10), (1, 3), (1, 5), (1, 6), (2, 5), (2, 6), (2, 7), (2, 10), (3, 5), (3, 7), (3, 12), (4, 6), (4, 7), (4, 9), (4, 11), (5, 12), (6, 8), (7, 9), (8, 9), (8, 10), (8, 11), (9, 11), (9, 12), (10, 11)]"
1376,"[(0, 5), (0, 6), (0, 7), (1, 2), (1, 6), (1, 8), (1, 9), (2, 4), (2, 5), (3, 4), (3, 5), (3, 8), (3, 12), (4, 10), (5, 8), (6, 9), (6, 10), (7, 10), (7, 11), (7, 12), (8, 10), (8, 11), (9, 11), (11, 12)]"
1377,"[(0, 5), (0, 6), (1, 4), (1, 7), (1, 10), (1, 11), (1, 12), (2, 4), (2, 7), (2, 9), (2, 11), (3, 6), (3, 9), (3, 12), (4, 8), (4, 9), (4, 12), (5, 8), (5, 11), (7, 10), (7, 11), (8, 9), (8, 10), (11, 12)]"
1378,"[(0, 1), (0, 10), (0, 12), (1, 2), (1, 4), (1, 8), (1, 12), (2, 5), (2, 6), (2, 7), (3, 4), (3, 9), (3, 10), (4, 7), (4, 8), (5, 9), (5, 12), (6, 11), (7, 8), (7, 9), (8, 11), (10, 11), (11, 12)]"
1379,"[(0, 2), (0, 6), (0, 11), (1, 2), (1, 6), (1, 10), (1, 12), (2, 4), (2, 12), (3, 7), (3, 12), (4, 9), (5, 7), (5, 8), (5, 9), (5, 11), (6, 7), (6, 10), (7, 11), (8, 10), (8, 12), (9, 11), (10, 12)]"
1380,"[(0, 7), (0, 10), (0, 12), (1, 2), (1, 3), (1, 4), (1, 6), (1, 12), (2, 5), (2, 8), (2, 10), (3, 6), (3, 9), (3, 10), (4, 8), (4, 9), (5, 6), (6, 7), (7, 12), (8, 9), (9, 11), (11, 12)]"
1381,"[(0, 2), (0, 6), (0, 7), (0, 8), (1, 3), (1, 4), (1, 9), (1, 10), (2, 4), (2, 8), (2, 9), (3, 7), (4, 6), (4, 11), (5, 7), (5, 11), (5, 12), (6, 10), (6, 11), (7, 10), (7, 11), (8, 9), (8, 12), (10, 11), (10, 12)]"
1382,"[(0, 3), (0, 4), (0, 6), (1, 3), (1, 4), (1, 7), (1, 8), (2, 4), (2, 5), (2, 6), (2, 11), (2, 12), (3, 4), (3, 7), (3, 8), (3, 10), (3, 12), (4, 12), (5, 8), (5, 11), (6, 7), (7, 11), (9, 10), (9, 11), (9, 12)]"
1383,"[(0, 4), (0, 5), (0, 9), (1, 8), (1, 9), (1, 10), (1, 11), (2, 7), (2, 8), (2, 11), (2, 12), (3, 5), (3, 11), (3, 12), (4, 8), (4, 10), (5, 6), (5, 10), (6, 7), (6, 9), (6, 10), (9, 10), (9, 12), (10, 12)]"
1384,"[(0, 1), (0, 4), (0, 5), (0, 10), (1, 6), (1, 8), (2, 4), (2, 7), (2, 11), (3, 6), (3, 8), (4, 5), (4, 7), (4, 10), (5, 6), (5, 7), (6, 9), (7, 12), (8, 10), (8, 12), (9, 10), (9, 11), (9, 12), (10, 12)]"
1385,"[(0, 1), (0, 4), (1, 6), (1, 8), (1, 9), (2, 7), (2, 8), (2, 9), (2, 10), (3, 4), (3, 5), (3, 6), (3, 8), (3, 11), (4, 12), (5, 10), (5, 11), (6, 7), (7, 12), (8, 10), (9, 11), (9, 12)]"
1386,"[(0, 3), (0, 4), (0, 6), (0, 10), (1, 2), (1, 6), (1, 8), (1, 12), (2, 4), (2, 5), (3, 6), (3, 8), (4, 9), (4, 10), (4, 11), (5, 7), (5, 10), (5, 12), (6, 12), (7, 9), (7, 12), (8, 10), (8, 11), (9, 11), (10, 11)]"
1387,"[(0, 3), (0, 11), (0, 12), (1, 6), (1, 10), (1, 11), (2, 3), (2, 8), (3, 4), (3, 6), (3, 10), (4, 5), (4, 9), (5, 7), (5, 10), (5, 12), (6, 9), (6, 11), (7, 8), (7, 12), (8, 9), (8, 10), (8, 11), (9, 12)]"
1388,"[(0, 2), (0, 5), (0, 12), (1, 5), (1, 9), (1, 10), (2, 6), (2, 7), (2, 9), (2, 10), (3, 5), (4, 8), (4, 10), (4, 11), (5, 12), (6, 9), (6, 11), (8, 9), (8, 12)]"
1389,"[(0, 4), (0, 5), (0, 8), (0, 10), (1, 2), (1, 4), (1, 6), (1, 9), (1, 10), (2, 3), (2, 4), (2, 5), (3, 5), (3, 10), (4, 5), (4, 12), (5, 9), (6, 12), (7, 10), (7, 11), (7, 12), (8, 12), (9, 11)]"
1390,"[(0, 5), (0, 7), (1, 8), (1, 11), (1, 12), (2, 3), (2, 6), (2, 8), (3, 4), (3, 10), (3, 12), (4, 6), (4, 7), (4, 10), (5, 6), (5, 10), (6, 9), (6, 11), (7, 8), (7, 11), (9, 12), (10, 12)]"
1391,"[(0, 2), (0, 4), (0, 5), (0, 6), (1, 8), (1, 9), (1, 11), (2, 3), (2, 10), (2, 12), (3, 4), (3, 9), (4, 5), (4, 12), (5, 7), (5, 10), (6, 7), (6, 9), (6, 12), (7, 10), (7, 11), (8, 12), (9, 11), (10, 11), (10, 12)]"
1392,"[(0, 1), (0, 2), (0, 10), (1, 3), (1, 4), (1, 6), (1, 7), (1, 11), (2, 4), (2, 12), (3, 9), (3, 12), (4, 5), (4, 9), (5, 7), (6, 11), (6, 12), (7, 8), (7, 10), (7, 11), (8, 9), (8, 10), (9, 11)]"
